year,PCOUNTY,agecat,count
2011,LOS ANGELES,09. 17 Years Old,27
2011,LOS ANGELES,10. 18 Years Old,55
2011,LOS ANGELES,11. 19 Years Old,84
2011,LOS ANGELES,07. 15 Years Old,11
2011,LOS ANGELES,08. 16 Years Old,22
2011,LOS ANGELES,09. 17 Years Old,51
2011,LOS ANGELES,10. 18 Years Old,64
2011,LOS ANGELES,11. 19 Years Old,103
2011,LOS ANGELES,10. 18 Years Old,26
2011,LOS ANGELES,11. 19 Years Old,27
2011,LOS ANGELES,09. 17 Years Old,17
2011,LOS ANGELES,10. 18 Years Old,18
2011,LOS ANGELES,11. 19 Years Old,50
2011,LOS ANGELES,09. 17 Years Old,26
2011,LOS ANGELES,10. 18 Years Old,29
2011,LOS ANGELES,11. 19 Years Old,64
2011,LOS ANGELES,09. 17 Years Old,17
2011,LOS ANGELES,10. 18 Years Old,11
2011,LOS ANGELES,11. 19 Years Old,37
2011,LOS ANGELES,10. 18 Years Old,17
2011,LOS ANGELES,11. 19 Years Old,30
2011,LOS ANGELES,09. 17 Years Old,14
2011,LOS ANGELES,10. 18 Years Old,28
2011,LOS ANGELES,11. 19 Years Old,39
2011,LOS ANGELES,11. 19 Years Old,12
2011,LOS ANGELES,06. 14 Years Old,11
2011,LOS ANGELES,07. 15 Years Old,40
2011,LOS ANGELES,08. 16 Years Old,65
2011,LOS ANGELES,09. 17 Years Old,139
2011,LOS ANGELES,10. 18 Years Old,206
2011,LOS ANGELES,11. 19 Years Old,276
2011,LOS ANGELES,08. 16 Years Old,47
2011,LOS ANGELES,09. 17 Years Old,81
2011,LOS ANGELES,10. 18 Years Old,108
2011,LOS ANGELES,11. 19 Years Old,175
2011,LOS ANGELES,09. 17 Years Old,20
2011,LOS ANGELES,10. 18 Years Old,26
2011,LOS ANGELES,11. 19 Years Old,47
2011,LOS ANGELES,07. 15 Years Old,17
2011,LOS ANGELES,08. 16 Years Old,62
2011,LOS ANGELES,09. 17 Years Old,70
2011,LOS ANGELES,10. 18 Years Old,126
2011,LOS ANGELES,11. 19 Years Old,173
2011,LOS ANGELES,07. 15 Years Old,30
2011,LOS ANGELES,08. 16 Years Old,50
2011,LOS ANGELES,09. 17 Years Old,94
2011,LOS ANGELES,10. 18 Years Old,134
2011,LOS ANGELES,11. 19 Years Old,215
2011,LOS ANGELES,08. 16 Years Old,13
2011,LOS ANGELES,09. 17 Years Old,31
2011,LOS ANGELES,10. 18 Years Old,44
2011,LOS ANGELES,11. 19 Years Old,74
2011,VENTURA,08. 16 Years Old,23
2011,VENTURA,09. 17 Years Old,28
2011,VENTURA,10. 18 Years Old,52
2011,VENTURA,11. 19 Years Old,83
2011,SANTA BARBARA,10. 18 Years Old,19
2011,SANTA BARBARA,11. 19 Years Old,22
2011,VENTURA,10. 18 Years Old,16
2011,VENTURA,11. 19 Years Old,24
2011,SANTA BARBARA,07. 15 Years Old,16
2011,SANTA BARBARA,08. 16 Years Old,38
2011,SANTA BARBARA,09. 17 Years Old,70
2011,SANTA BARBARA,10. 18 Years Old,84
2011,SANTA BARBARA,11. 19 Years Old,118
2011,SANTA BARBARA,08. 16 Years Old,15
2011,SANTA BARBARA,09. 17 Years Old,33
2011,SANTA BARBARA,10. 18 Years Old,57
2011,SANTA BARBARA,11. 19 Years Old,54
2011,SAN LUIS OBISP,11. 19 Years Old,19
2011,VENTURA,10. 18 Years Old,11
2011,VENTURA,11. 19 Years Old,11
2011,VENTURA,07. 15 Years Old,11
2011,VENTURA,08. 16 Years Old,37
2011,VENTURA,09. 17 Years Old,44
2011,VENTURA,10. 18 Years Old,90
2011,VENTURA,11. 19 Years Old,133
2011,SAN LUIS OBISP,10. 18 Years Old,17
2011,SAN LUIS OBISP,11. 19 Years Old,31
2011,VENTURA,07. 15 Years Old,12
2011,VENTURA,08. 16 Years Old,27
2011,VENTURA,09. 17 Years Old,47
2011,VENTURA,10. 18 Years Old,66
2011,VENTURA,11. 19 Years Old,89
2011,ORANGE,08. 16 Years Old,24
2011,ORANGE,09. 17 Years Old,34
2011,ORANGE,10. 18 Years Old,38
2011,ORANGE,11. 19 Years Old,72
2011,ORANGE,07. 15 Years Old,14
2011,ORANGE,08. 16 Years Old,24
2011,ORANGE,09. 17 Years Old,36
2011,ORANGE,10. 18 Years Old,46
2011,ORANGE,11. 19 Years Old,81
2011,ORANGE,07. 15 Years Old,11
2011,ORANGE,08. 16 Years Old,27
2011,ORANGE,09. 17 Years Old,40
2011,ORANGE,10. 18 Years Old,58
2011,ORANGE,11. 19 Years Old,97
2011,ORANGE,08. 16 Years Old,20
2011,ORANGE,09. 17 Years Old,38
2011,ORANGE,10. 18 Years Old,38
2011,ORANGE,11. 19 Years Old,80
2011,ORANGE,10. 18 Years Old,29
2011,ORANGE,11. 19 Years Old,34
2011,ORANGE,08. 16 Years Old,16
2011,ORANGE,09. 17 Years Old,40
2011,ORANGE,10. 18 Years Old,32
2011,ORANGE,11. 19 Years Old,50
2011,LOS ANGELES,09. 17 Years Old,12
2011,LOS ANGELES,10. 18 Years Old,11
2011,LOS ANGELES,11. 19 Years Old,25
2011,ORANGE,09. 17 Years Old,32
2011,ORANGE,10. 18 Years Old,39
2011,ORANGE,11. 19 Years Old,80
2011,ORANGE,10. 18 Years Old,14
2011,ORANGE,11. 19 Years Old,27
2011,ORANGE,08. 16 Years Old,23
2011,ORANGE,09. 17 Years Old,41
2011,ORANGE,10. 18 Years Old,65
2011,ORANGE,11. 19 Years Old,78
2011,ORANGE,11. 19 Years Old,15
2011,ORANGE,08. 16 Years Old,11
2011,ORANGE,09. 17 Years Old,19
2011,ORANGE,10. 18 Years Old,29
2011,ORANGE,11. 19 Years Old,51
2011,ORANGE,07. 15 Years Old,13
2011,ORANGE,08. 16 Years Old,50
2011,ORANGE,09. 17 Years Old,76
2011,ORANGE,10. 18 Years Old,100
2011,ORANGE,11. 19 Years Old,168
2011,ORANGE,11. 19 Years Old,20
2011,ORANGE,09. 17 Years Old,25
2011,ORANGE,10. 18 Years Old,20
2011,ORANGE,11. 19 Years Old,42
2011,CE,11. 19 Years Old,11
2011,LASSEN,11. 19 Years Old,17
2011,SAN JOAQUIN,08. 16 Years Old,16
2011,SAN JOAQUIN,09. 17 Years Old,23
2011,SAN JOAQUIN,10. 18 Years Old,43
2011,SAN JOAQUIN,11. 19 Years Old,60
2011,SAN JOAQUIN,09. 17 Years Old,15
2011,SAN JOAQUIN,10. 18 Years Old,20
2011,SAN JOAQUIN,11. 19 Years Old,25
2011,BUTTE,09. 17 Years Old,19
2011,BUTTE,10. 18 Years Old,13
2011,BUTTE,11. 19 Years Old,25
2011,NW,10. 18 Years Old,11
2011,SISKIYOU,11. 19 Years Old,11
2011,BUTTE,09. 17 Years Old,12
2011,BUTTE,10. 18 Years Old,19
2011,BUTTE,11. 19 Years Old,30
2011,SAN JOAQUIN,10. 18 Years Old,11
2011,SAN JOAQUIN,11. 19 Years Old,32
2011,STANISLAUS,10. 18 Years Old,20
2011,STANISLAUS,11. 19 Years Old,27
2011,SACRAMENTO,08. 16 Years Old,11
2011,SACRAMENTO,09. 17 Years Old,25
2011,SACRAMENTO,10. 18 Years Old,38
2011,SACRAMENTO,11. 19 Years Old,60
2011,SACRAMENTO,08. 16 Years Old,21
2011,SACRAMENTO,09. 17 Years Old,39
2011,SACRAMENTO,10. 18 Years Old,43
2011,SACRAMENTO,11. 19 Years Old,75
2011,SAN JOAQUIN,09. 17 Years Old,12
2011,SAN JOAQUIN,10. 18 Years Old,16
2011,SAN JOAQUIN,11. 19 Years Old,37
2011,EL DORADO,11. 19 Years Old,12
2011,SACRAMENTO,07. 15 Years Old,14
2011,SACRAMENTO,08. 16 Years Old,24
2011,SACRAMENTO,09. 17 Years Old,52
2011,SACRAMENTO,10. 18 Years Old,98
2011,SACRAMENTO,11. 19 Years Old,150
2011,SHASTA,08. 16 Years Old,19
2011,SHASTA,09. 17 Years Old,22
2011,SHASTA,10. 18 Years Old,42
2011,SHASTA,11. 19 Years Old,81
2011,PLACER,11. 19 Years Old,13
2011,SACRAMENTO,09. 17 Years Old,25
2011,SACRAMENTO,10. 18 Years Old,40
2011,SACRAMENTO,11. 19 Years Old,67
2011,SACRAMENTO,10. 18 Years Old,17
2011,SACRAMENTO,11. 19 Years Old,47
2011,BUTTE,10. 18 Years Old,13
2011,BUTTE,11. 19 Years Old,25
2011,SUTTER,10. 18 Years Old,21
2011,SUTTER,11. 19 Years Old,48
2011,YUBA,09. 17 Years Old,18
2011,YUBA,10. 18 Years Old,23
2011,YUBA,11. 19 Years Old,31
2011,SAN JOAQUIN,08. 16 Years Old,25
2011,SAN JOAQUIN,09. 17 Years Old,38
2011,SAN JOAQUIN,10. 18 Years Old,55
2011,SAN JOAQUIN,11. 19 Years Old,99
2011,NEVADA,11. 19 Years Old,18
2011,TEHAMA,10. 18 Years Old,17
2011,TEHAMA,11. 19 Years Old,30
2011,SAN JOAQUIN,08. 16 Years Old,29
2011,SAN JOAQUIN,09. 17 Years Old,33
2011,SAN JOAQUIN,10. 18 Years Old,81
2011,SAN JOAQUIN,11. 19 Years Old,120
2011,SACRAMENTO,07. 15 Years Old,13
2011,SACRAMENTO,08. 16 Years Old,38
2011,SACRAMENTO,09. 17 Years Old,44
2011,SACRAMENTO,10. 18 Years Old,104
2011,SACRAMENTO,11. 19 Years Old,190
2011,PLACER,10. 18 Years Old,12
2011,PLACER,11. 19 Years Old,37
2011,SACRAMENTO,10. 18 Years Old,11
2011,SACRAMENTO,11. 19 Years Old,22
2011,SAN JOAQUIN,10. 18 Years Old,13
2011,SAN JOAQUIN,11. 19 Years Old,19
2011,SACRAMENTO,10. 18 Years Old,21
2011,SACRAMENTO,11. 19 Years Old,40
2011,YOLO,10. 18 Years Old,17
2011,YOLO,11. 19 Years Old,17
2011,YOLO,10. 18 Years Old,17
2011,YOLO,11. 19 Years Old,27
2011,IMPERIAL,08. 16 Years Old,20
2011,IMPERIAL,09. 17 Years Old,21
2011,IMPERIAL,10. 18 Years Old,41
2011,IMPERIAL,11. 19 Years Old,44
2011,SAN DIEGO,11. 19 Years Old,11
2011,SAN DIEGO,08. 16 Years Old,16
2011,SAN DIEGO,09. 17 Years Old,34
2011,SAN DIEGO,10. 18 Years Old,89
2011,SAN DIEGO,11. 19 Years Old,131
2011,SAN DIEGO,08. 16 Years Old,20
2011,SAN DIEGO,09. 17 Years Old,39
2011,SAN DIEGO,10. 18 Years Old,52
2011,SAN DIEGO,11. 19 Years Old,64
2011,SAN DIEGO,07. 15 Years Old,13
2011,SAN DIEGO,08. 16 Years Old,35
2011,SAN DIEGO,09. 17 Years Old,63
2011,SAN DIEGO,10. 18 Years Old,93
2011,SAN DIEGO,11. 19 Years Old,115
2011,SAN DIEGO,10. 18 Years Old,17
2011,SAN DIEGO,11. 19 Years Old,22
2011,IMPERIAL,08. 16 Years Old,29
2011,IMPERIAL,09. 17 Years Old,51
2011,IMPERIAL,10. 18 Years Old,70
2011,IMPERIAL,11. 19 Years Old,84
2011,SAN DIEGO,11. 19 Years Old,24
2011,SAN DIEGO,11. 19 Years Old,21
2011,SAN DIEGO,11. 19 Years Old,12
2011,SAN DIEGO,07. 15 Years Old,17
2011,SAN DIEGO,08. 16 Years Old,41
2011,SAN DIEGO,09. 17 Years Old,81
2011,SAN DIEGO,10. 18 Years Old,126
2011,SAN DIEGO,11. 19 Years Old,221
2011,SAN DIEGO,07. 15 Years Old,11
2011,SAN DIEGO,08. 16 Years Old,30
2011,SAN DIEGO,09. 17 Years Old,45
2011,SAN DIEGO,10. 18 Years Old,88
2011,SAN DIEGO,11. 19 Years Old,107
2011,SAN DIEGO,08. 16 Years Old,35
2011,SAN DIEGO,09. 17 Years Old,62
2011,SAN DIEGO,10. 18 Years Old,95
2011,SAN DIEGO,11. 19 Years Old,150
2011,SAN DIEGO,08. 16 Years Old,29
2011,SAN DIEGO,09. 17 Years Old,52
2011,SAN DIEGO,10. 18 Years Old,90
2011,SAN DIEGO,11. 19 Years Old,136
2011,SAN DIEGO,08. 16 Years Old,22
2011,SAN DIEGO,09. 17 Years Old,23
2011,SAN DIEGO,10. 18 Years Old,31
2011,SAN DIEGO,11. 19 Years Old,40
2012,ALAMEDA,07. 15 Years Old,12
2012,ALAMEDA,08. 16 Years Old,31
2012,ALAMEDA,09. 17 Years Old,43
2012,ALAMEDA,10. 18 Years Old,86
2012,ALAMEDA,11. 19 Years Old,141
2012,CONTRA COSTA,09. 17 Years Old,21
2012,CONTRA COSTA,10. 18 Years Old,29
2012,CONTRA COSTA,11. 19 Years Old,41
2012,SAN FRANCISCO,11. 19 Years Old,12
2012,SAN FRANCISCO,10. 18 Years Old,11
2012,SAN FRANCISCO,11. 19 Years Old,22
2012,MONTEREY,11. 19 Years Old,16
2012,CONTRA COSTA,08. 16 Years Old,16
2012,CONTRA COSTA,09. 17 Years Old,31
2012,CONTRA COSTA,10. 18 Years Old,41
2012,CONTRA COSTA,11. 19 Years Old,56
2012,SANTA CRUZ,10. 18 Years Old,12
2012,SANTA CRUZ,11. 19 Years Old,17
2012,ALAMEDA,10. 18 Years Old,25
2012,ALAMEDA,11. 19 Years Old,28
2012,SANTA CLARA,11. 19 Years Old,22
2012,MONTEREY,09. 17 Years Old,13
2012,MONTEREY,10. 18 Years Old,17
2012,MONTEREY,11. 19 Years Old,32
2012,SANTA CLARA,11. 19 Years Old,18
2012,SAN BENITO,11. 19 Years Old,13
2012,ALAMEDA,09. 17 Years Old,23
2012,ALAMEDA,10. 18 Years Old,28
2012,ALAMEDA,11. 19 Years Old,33
2012,CONTRA COSTA,11. 19 Years Old,24
2012,CONTRA COSTA,09. 17 Years Old,17
2012,CONTRA COSTA,10. 18 Years Old,15
2012,CONTRA COSTA,11. 19 Years Old,26
2012,ALAMEDA,08. 16 Years Old,13
2012,ALAMEDA,09. 17 Years Old,11
2012,ALAMEDA,10. 18 Years Old,37
2012,ALAMEDA,11. 19 Years Old,40
2012,ALAMEDA,09. 17 Years Old,15
2012,ALAMEDA,10. 18 Years Old,18
2012,ALAMEDA,11. 19 Years Old,23
2012,CONTRA COSTA,11. 19 Years Old,12
2012,SOLANO,09. 17 Years Old,12
2012,SOLANO,10. 18 Years Old,18
2012,SOLANO,11. 19 Years Old,49
2012,SANTA CLARA,08. 16 Years Old,11
2012,SANTA CLARA,09. 17 Years Old,16
2012,SANTA CLARA,10. 18 Years Old,38
2012,SANTA CLARA,11. 19 Years Old,44
2012,SANTA CLARA,09. 17 Years Old,15
2012,SANTA CLARA,10. 18 Years Old,23
2012,SANTA CLARA,11. 19 Years Old,27
2012,SONOMA,09. 17 Years Old,16
2012,SONOMA,10. 18 Years Old,20
2012,SONOMA,11. 19 Years Old,21
2012,CONTRA COSTA,11. 19 Years Old,16
2012,SAN MATEO,09. 17 Years Old,19
2012,SAN MATEO,10. 18 Years Old,23
2012,SAN MATEO,11. 19 Years Old,53
2012,SANTA CLARA,08. 16 Years Old,11
2012,SANTA CLARA,09. 17 Years Old,16
2012,SANTA CLARA,10. 18 Years Old,14
2012,SANTA CLARA,11. 19 Years Old,36
2012,HUMBOLDT,11. 19 Years Old,14
2012,MARIN,09. 17 Years Old,14
2012,MARIN,10. 18 Years Old,12
2012,MARIN,11. 19 Years Old,13
2012,SAN MATEO,10. 18 Years Old,15
2012,SAN MATEO,11. 19 Years Old,11
2012,MONTEREY,07. 15 Years Old,24
2012,MONTEREY,08. 16 Years Old,35
2012,MONTEREY,09. 17 Years Old,65
2012,MONTEREY,10. 18 Years Old,103
2012,MONTEREY,11. 19 Years Old,127
2012,SOLANO,09. 17 Years Old,18
2012,SOLANO,10. 18 Years Old,32
2012,SOLANO,11. 19 Years Old,53
2012,SANTA CLARA,08. 16 Years Old,25
2012,SANTA CLARA,09. 17 Years Old,31
2012,SANTA CLARA,10. 18 Years Old,70
2012,SANTA CLARA,11. 19 Years Old,97
2012,NAPA,09. 17 Years Old,15
2012,NAPA,10. 18 Years Old,20
2012,NAPA,11. 19 Years Old,36
2012,HUMBOLDT,11. 19 Years Old,13
2012,SANTA CLARA,10. 18 Years Old,12
2012,SANTA CLARA,11. 19 Years Old,11
2012,MONTEREY,08. 16 Years Old,11
2012,MONTEREY,09. 17 Years Old,22
2012,MONTEREY,10. 18 Years Old,42
2012,MONTEREY,11. 19 Years Old,42
2012,SAN FRANCISCO,09. 17 Years Old,11
2012,SAN FRANCISCO,10. 18 Years Old,24
2012,SAN FRANCISCO,11. 19 Years Old,33
2012,SANTA CLARA,07. 15 Years Old,22
2012,SANTA CLARA,08. 16 Years Old,33
2012,SANTA CLARA,09. 17 Years Old,43
2012,SANTA CLARA,10. 18 Years Old,79
2012,SANTA CLARA,11. 19 Years Old,145
2012,SONOMA,11. 19 Years Old,33
2012,HUMBOLDT,10. 18 Years Old,11
2012,HUMBOLDT,11. 19 Years Old,18
2012,SANTA CLARA,10. 18 Years Old,16
2012,SANTA CLARA,11. 19 Years Old,34
2012,ALAMEDA,09. 17 Years Old,12
2012,ALAMEDA,10. 18 Years Old,22
2012,ALAMEDA,11. 19 Years Old,26
2012,NW,10. 18 Years Old,12
2012,NW,11. 19 Years Old,14
2012,CONTRA COSTA,09. 17 Years Old,17
2012,CONTRA COSTA,10. 18 Years Old,28
2012,CONTRA COSTA,11. 19 Years Old,41
2012,LAKE,11. 19 Years Old,18
2012,SANTA CRUZ,11. 19 Years Old,13
2012,SONOMA,09. 17 Years Old,16
2012,SONOMA,10. 18 Years Old,27
2012,SONOMA,11. 19 Years Old,54
2012,SOLANO,08. 16 Years Old,11
2012,SOLANO,10. 18 Years Old,19
2012,SOLANO,11. 19 Years Old,32
2012,SAN FRANCISCO,11. 19 Years Old,13
2012,MENDOCINO,10. 18 Years Old,29
2012,MENDOCINO,11. 19 Years Old,36
2012,ALAMEDA,10. 18 Years Old,12
2012,ALAMEDA,11. 19 Years Old,19
2012,ALAMEDA,11. 19 Years Old,11
2012,SANTA CRUZ,08. 16 Years Old,19
2012,SANTA CRUZ,09. 17 Years Old,29
2012,SANTA CRUZ,10. 18 Years Old,41
2012,SANTA CRUZ,11. 19 Years Old,63
2012,FRESNO,09. 17 Years Old,20
2012,FRESNO,10. 18 Years Old,20
2012,FRESNO,11. 19 Years Old,32
2012,FRESNO,08. 16 Years Old,13
2012,FRESNO,09. 17 Years Old,21
2012,FRESNO,10. 18 Years Old,35
2012,FRESNO,11. 19 Years Old,45
2012,KERN,07. 15 Years Old,15
2012,KERN,08. 16 Years Old,63
2012,KERN,09. 17 Years Old,83
2012,KERN,10. 18 Years Old,154
2012,KERN,11. 19 Years Old,233
2012,FRESNO,11. 19 Years Old,26
2012,KINGS,09. 17 Years Old,26
2012,KINGS,10. 18 Years Old,50
2012,KINGS,11. 19 Years Old,75
2012,FRESNO,08. 16 Years Old,11
2012,FRESNO,09. 17 Years Old,29
2012,FRESNO,10. 18 Years Old,42
2012,FRESNO,11. 19 Years Old,65
2012,FRESNO,07. 15 Years Old,52
2012,FRESNO,08. 16 Years Old,87
2012,FRESNO,09. 17 Years Old,169
2012,FRESNO,10. 18 Years Old,226
2012,FRESNO,11. 19 Years Old,288
2012,KERN,08. 16 Years Old,12
2012,KERN,09. 17 Years Old,20
2012,KERN,10. 18 Years Old,31
2012,KERN,11. 19 Years Old,51
2012,STANISLAUS,07. 15 Years Old,12
2012,STANISLAUS,08. 16 Years Old,33
2012,STANISLAUS,09. 17 Years Old,73
2012,STANISLAUS,10. 18 Years Old,114
2012,STANISLAUS,11. 19 Years Old,142
2012,MERCED,11. 19 Years Old,28
2012,STANISLAUS,09. 17 Years Old,13
2012,STANISLAUS,10. 18 Years Old,27
2012,STANISLAUS,11. 19 Years Old,33
2012,FRESNO,09. 17 Years Old,13
2012,FRESNO,10. 18 Years Old,14
2012,FRESNO,11. 19 Years Old,22
2012,TULARE,08. 16 Years Old,43
2012,TULARE,09. 17 Years Old,81
2012,TULARE,10. 18 Years Old,123
2012,TULARE,11. 19 Years Old,172
2012,KERN,07. 15 Years Old,25
2012,KERN,08. 16 Years Old,49
2012,KERN,09. 17 Years Old,86
2012,KERN,10. 18 Years Old,120
2012,KERN,11. 19 Years Old,138
2012,Other/Unknown,11. 19 Years Old,14
2012,MADERA,08. 16 Years Old,22
2012,MADERA,09. 17 Years Old,41
2012,MADERA,10. 18 Years Old,50
2012,MADERA,11. 19 Years Old,93
2012,MERCED,09. 17 Years Old,19
2012,MERCED,10. 18 Years Old,19
2012,MERCED,11. 19 Years Old,27
2012,STANISLAUS,09. 17 Years Old,26
2012,STANISLAUS,10. 18 Years Old,33
2012,STANISLAUS,11. 19 Years Old,60
2012,KERN,09. 17 Years Old,17
2012,KERN,10. 18 Years Old,50
2012,KERN,11. 19 Years Old,59
2012,MERCED,08. 16 Years Old,23
2012,MERCED,09. 17 Years Old,56
2012,MERCED,10. 18 Years Old,89
2012,MERCED,11. 19 Years Old,122
2012,STANISLAUS,11. 19 Years Old,11
2012,KERN,10. 18 Years Old,15
2012,KERN,11. 19 Years Old,16
2012,KERN,08. 16 Years Old,28
2012,KERN,09. 17 Years Old,55
2012,KERN,10. 18 Years Old,89
2012,KERN,11. 19 Years Old,129
2012,TULARE,08. 16 Years Old,17
2012,TULARE,09. 17 Years Old,38
2012,TULARE,10. 18 Years Old,65
2012,TULARE,11. 19 Years Old,92
2012,FRESNO,07. 15 Years Old,15
2012,FRESNO,08. 16 Years Old,39
2012,FRESNO,09. 17 Years Old,50
2012,FRESNO,10. 18 Years Old,111
2012,FRESNO,11. 19 Years Old,175
2012,TULARE,08. 16 Years Old,16
2012,TULARE,09. 17 Years Old,32
2012,TULARE,10. 18 Years Old,50
2012,TULARE,11. 19 Years Old,74
2012,SAN BERNARDINO,08. 16 Years Old,33
2012,SAN BERNARDINO,09. 17 Years Old,71
2012,SAN BERNARDINO,10. 18 Years Old,86
2012,SAN BERNARDINO,11. 19 Years Old,139
2012,SAN BERNARDINO,10. 18 Years Old,15
2012,SAN BERNARDINO,11. 19 Years Old,17
2012,SAN BERNARDINO,08. 16 Years Old,41
2012,SAN BERNARDINO,09. 17 Years Old,54
2012,SAN BERNARDINO,10. 18 Years Old,94
2012,SAN BERNARDINO,11. 19 Years Old,113
2012,RIVERSIDE,09. 17 Years Old,13
2012,RIVERSIDE,10. 18 Years Old,32
2012,RIVERSIDE,11. 19 Years Old,48
2012,RIVERSIDE,07. 15 Years Old,12
2012,RIVERSIDE,08. 16 Years Old,16
2012,RIVERSIDE,09. 17 Years Old,48
2012,RIVERSIDE,10. 18 Years Old,75
2012,RIVERSIDE,11. 19 Years Old,111
2012,SAN BERNARDINO,08. 16 Years Old,11
2012,SAN BERNARDINO,09. 17 Years Old,16
2012,SAN BERNARDINO,10. 18 Years Old,20
2012,SAN BERNARDINO,11. 19 Years Old,48
2012,RIVERSIDE,08. 16 Years Old,11
2012,RIVERSIDE,09. 17 Years Old,25
2012,RIVERSIDE,10. 18 Years Old,42
2012,RIVERSIDE,11. 19 Years Old,61
2012,SAN BERNARDINO,10. 18 Years Old,21
2012,SAN BERNARDINO,11. 19 Years Old,23
2012,RIVERSIDE,08. 16 Years Old,32
2012,RIVERSIDE,09. 17 Years Old,45
2012,RIVERSIDE,10. 18 Years Old,80
2012,RIVERSIDE,11. 19 Years Old,132
2012,RIVERSIDE,07. 15 Years Old,15
2012,RIVERSIDE,08. 16 Years Old,33
2012,RIVERSIDE,09. 17 Years Old,56
2012,RIVERSIDE,10. 18 Years Old,84
2012,RIVERSIDE,11. 19 Years Old,120
2012,SAN BERNARDINO,08. 16 Years Old,20
2012,SAN BERNARDINO,09. 17 Years Old,41
2012,SAN BERNARDINO,10. 18 Years Old,69
2012,SAN BERNARDINO,11. 19 Years Old,120
2012,RIVERSIDE,10. 18 Years Old,22
2012,RIVERSIDE,11. 19 Years Old,29
2012,RIVERSIDE,09. 17 Years Old,17
2012,RIVERSIDE,10. 18 Years Old,41
2012,RIVERSIDE,11. 19 Years Old,70
2012,RIVERSIDE,11. 19 Years Old,21
2012,SAN BERNARDINO,08. 16 Years Old,17
2012,SAN BERNARDINO,09. 17 Years Old,24
2012,SAN BERNARDINO,10. 18 Years Old,35
2012,SAN BERNARDINO,11. 19 Years Old,55
2012,RIVERSIDE,11. 19 Years Old,11
2012,SAN BERNARDINO,09. 17 Years Old,19
2012,SAN BERNARDINO,10. 18 Years Old,25
2012,SAN BERNARDINO,11. 19 Years Old,22
2012,RIVERSIDE,10. 18 Years Old,13
2012,RIVERSIDE,11. 19 Years Old,14
2012,RIVERSIDE,08. 16 Years Old,23
2012,RIVERSIDE,09. 17 Years Old,36
2012,RIVERSIDE,10. 18 Years Old,90
2012,RIVERSIDE,11. 19 Years Old,105
2012,RIVERSIDE,10. 18 Years Old,11
2012,RIVERSIDE,11. 19 Years Old,12
2012,SAN BERNARDINO,08. 16 Years Old,15
2012,SAN BERNARDINO,09. 17 Years Old,20
2012,SAN BERNARDINO,10. 18 Years Old,34
2012,SAN BERNARDINO,11. 19 Years Old,74
2012,RIVERSIDE,08. 16 Years Old,25
2012,RIVERSIDE,09. 17 Years Old,41
2012,RIVERSIDE,10. 18 Years Old,74
2012,RIVERSIDE,11. 19 Years Old,143
2012,SAN BERNARDINO,11. 19 Years Old,18
2012,RIVERSIDE,10. 18 Years Old,20
2012,RIVERSIDE,11. 19 Years Old,18
2012,RIVERSIDE,08. 16 Years Old,19
2012,RIVERSIDE,09. 17 Years Old,41
2012,RIVERSIDE,10. 18 Years Old,65
2012,RIVERSIDE,11. 19 Years Old,107
2012,SAN BERNARDINO,08. 16 Years Old,32
2012,SAN BERNARDINO,09. 17 Years Old,49
2012,SAN BERNARDINO,10. 18 Years Old,91
2012,SAN BERNARDINO,11. 19 Years Old,111
2012,SAN BERNARDINO,07. 15 Years Old,17
2012,SAN BERNARDINO,08. 16 Years Old,22
2012,SAN BERNARDINO,09. 17 Years Old,42
2012,SAN BERNARDINO,10. 18 Years Old,97
2012,SAN BERNARDINO,11. 19 Years Old,137
2012,SAN BERNARDINO,08. 16 Years Old,12
2012,SAN BERNARDINO,09. 17 Years Old,24
2012,SAN BERNARDINO,10. 18 Years Old,46
2012,SAN BERNARDINO,11. 19 Years Old,62
2012,KERN,10. 18 Years Old,22
2012,KERN,11. 19 Years Old,28
2012,LOS ANGELES,07. 15 Years Old,16
2012,LOS ANGELES,08. 16 Years Old,69
2012,LOS ANGELES,09. 17 Years Old,101
2012,LOS ANGELES,10. 18 Years Old,125
2012,LOS ANGELES,11. 19 Years Old,232
2012,LOS ANGELES,09. 17 Years Old,11
2012,LOS ANGELES,10. 18 Years Old,23
2012,LOS ANGELES,11. 19 Years Old,32
2012,LOS ANGELES,06. 14 Years Old,11
2012,LOS ANGELES,07. 15 Years Old,22
2012,LOS ANGELES,08. 16 Years Old,65
2012,LOS ANGELES,09. 17 Years Old,113
2012,LOS ANGELES,10. 18 Years Old,193
2012,LOS ANGELES,11. 19 Years Old,228
2012,LOS ANGELES,09. 17 Years Old,16
2012,LOS ANGELES,10. 18 Years Old,24
2012,LOS ANGELES,11. 19 Years Old,31
2012,LOS ANGELES,09. 17 Years Old,12
2012,LOS ANGELES,10. 18 Years Old,32
2012,LOS ANGELES,11. 19 Years Old,43
2012,LOS ANGELES,07. 15 Years Old,14
2012,LOS ANGELES,08. 16 Years Old,33
2012,LOS ANGELES,09. 17 Years Old,63
2012,LOS ANGELES,10. 18 Years Old,110
2012,LOS ANGELES,11. 19 Years Old,172
2012,LOS ANGELES,09. 17 Years Old,12
2012,LOS ANGELES,10. 18 Years Old,24
2012,LOS ANGELES,11. 19 Years Old,33
2012,LOS ANGELES,08. 16 Years Old,31
2012,LOS ANGELES,09. 17 Years Old,55
2012,LOS ANGELES,10. 18 Years Old,110
